Place,Division Place,Division Entrants,Division,Age,Sex,State/Country,Time (seconds),Mile pace (seconds),From USA,Maine,Time (minutes)
391,37,335,M3539,37,M,ME,2503.6,403,Yes,Maine,41.727
392,12,471,F3034,34,F,ME,2504.5,404,Yes,Maine,41.742
393,41,412,M4044,42,M,ME,2505.6,404,Yes,Maine,41.76
394,38,335,M3539,39,M,ME,2506.9,404,Yes,Maine,41.782
395,60,201,M1519,17,M,ME,2507.4,404,Yes,Maine,41.79
396,61,201,M1519,16,M,ME,2509.3,404,Yes,Maine,41.822
397,42,412,M4044,43,M,CANADA,2510.2,404,No,Away,41.837
398,62,201,M1519,17,M,ME,2510.4,404,Yes,Maine,41.84
399,18,397,F2529,25,F,PA,2512.4,405,Yes,Away,41.873
400,63,201,M1519,17,M,ME,2513.9,405,Yes,Maine,41.898
401,43,412,M4044,43,M,MA,2513.9,405,Yes,Away,41.898
402,39,335,M3539,36,M,ME,2514.7,405,Yes,Maine,41.912
403,5,174,F1519,19,F,ME,2514.9,405,Yes,Maine,41.915
404,40,335,M3539,37,M,ME,2516.2,405,Yes,Maine,41.937
405,44,412,M4044,41,M,ME,2516.4,405,Yes,Maine,41.94
406,45,412,M4044,44,M,MA,2517.4,406,Yes,Away,41.957
407,13,333,M5054,50,M,ME,2518,406,Yes,Maine,41.967
408,13,471,F3034,34,F,ME,2518.3,406,Yes,Maine,41.972
409,6,394,F4044,43,F,VT,2520,406,Yes,Away,42
410,53,246,M2529,29,M,ME,2520.1,406,Yes,Maine,42.002
411,7,394,F4044,41,F,ME,2520.7,406,Yes,Maine,42.012
412,56,186,M2024,22,M,MA,2522.2,406,Yes,Away,42.037
413,14,333,M5054,54,M,ME,2522.8,406,Yes,Maine,42.047
414,54,246,M2529,25,M,NY,2523.2,407,Yes,Away,42.053
415,27,357,M4549,49,M,ME,2524.5,407,Yes,Maine,42.075
416,9,426,F3539,36,F,ME,2524.9,407,Yes,Maine,42.082
417,34,316,M3034,33,M,MA,2526,407,Yes,Away,42.1
418,57,186,M2024,24,M,ME,2526.1,407,Yes,Maine,42.102
419,8,394,F4044,42,F,ME,2527.1,407,Yes,Maine,42.118
420,16,237,F2024,23,F,ME,2527.1,407,Yes,Maine,42.118
421,58,186,M2024,24,M,ME,2527.4,407,Yes,Maine,42.123
422,46,412,M4044,42,M,ME,2527.5,407,Yes,Maine,42.125
423,17,237,F2024,20,F,ME,2528.4,407,Yes,Maine,42.14
424,19,397,F2529,29,F,MA,2529,407,Yes,Away,42.15
425,41,335,M3539,36,M,ME,2529.3,408,Yes,Maine,42.155
426,1,142,F5559,56,F,CT,2530,408,Yes,Away,42.167
427,59,186,M2024,23,M,ME,2531.9,408,Yes,Maine,42.198
428,28,357,M4549,45,M,ME,2532,408,Yes,Maine,42.2
429,47,412,M4044,42,M,ME,2532,408,Yes,Maine,42.2
430,8,235,M5559,59,M,ME,2532.4,408,Yes,Maine,42.207
431,64,201,M1519,17,M,ME,2533.4,408,Yes,Maine,42.223
432,42,335,M3539,36,M,ME,2534.4,408,Yes,Maine,42.24
433,29,357,M4549,48,M,ME,2536.4,409,Yes,Maine,42.273
434,48,412,M4044,41,M,CT,2537.8,409,Yes,Away,42.297
435,55,246,M2529,27,M,ME,2537.9,409,Yes,Maine,42.298
436,56,246,M2529,25,M,ME,2538.3,409,Yes,Maine,42.305
437,65,201,M1519,17,M,ME,2538.4,409,Yes,Maine,42.307
438,30,357,M4549,48,M,ME,2538.7,409,Yes,Maine,42.312
439,15,333,M5054,51,M,ME,2539.5,409,Yes,Maine,42.325
440,57,246,M2529,26,M,CT,2540.1,409,Yes,Away,42.335
441,43,335,M3539,36,M,ME,2540.4,409,Yes,Maine,42.34
442,58,246,M2529,28,M,ME,2540.5,409,Yes,Maine,42.342
443,60,186,M2024,21,M,ME,2541,409,Yes,Maine,42.35
444,31,357,M4549,45,M,ME,2541.7,410,Yes,Maine,42.362
445,66,201,M1519,18,M,CT,2543.4,410,Yes,Away,42.39
446,32,357,M4549,49,M,ME,2544.5,410,Yes,Maine,42.408
447,20,397,F2529,26,F,ME,2545.1,410,Yes,Maine,42.418
448,33,357,M4549,48,M,CT,2545.5,410,Yes,Away,42.425
449,49,412,M4044,43,M,CT,2545.7,410,Yes,Away,42.428
450,18,237,F2024,23,F,ME,2547.1,410,Yes,Maine,42.452
451,44,335,M3539,38,M,VT,2548.8,411,Yes,Away,42.48
452,9,394,F4044,43,F,ME,2548.9,411,Yes,Maine,42.482
453,6,174,F1519,19,F,ME,2553.2,411,Yes,Maine,42.553
454,50,412,M4044,41,M,ME,2553.5,411,Yes,Maine,42.558
455,7,174,F1519,18,F,ME,2553.8,411,Yes,Maine,42.563
456,59,246,M2529,25,M,ME,2554.1,412,Yes,Maine,42.568
457,34,357,M4549,49,M,ME,2554.2,412,Yes,Maine,42.57
458,21,397,F2529,26,F,ME,2555,412,Yes,Maine,42.583
459,67,201,M1519,16,M,ME,2555.9,412,Yes,Maine,42.598
460,16,333,M5054,52,M,ME,2556.1,412,Yes,Maine,42.602
461,61,186,M2024,22,M,MA,2556.1,412,Yes,Away,42.602
462,17,333,M5054,53,M,ME,2556.4,412,Yes,Maine,42.607
463,19,237,F2024,23,F,OR,2558.2,412,Yes,Away,42.637
464,51,412,M4044,43,M,MA,2558.4,412,Yes,Away,42.64
465,62,186,M2024,22,M,ME,2558.9,412,Yes,Maine,42.648
466,45,335,M3539,35,M,MA,2559,412,Yes,Away,42.65
467,60,246,M2529,25,M,ME,2559.2,412,Yes,Maine,42.653
468,46,335,M3539,35,M,MA,2559.6,412,Yes,Away,42.66
469,47,335,M3539,38,M,CANADA,2559.9,412,No,Away,42.665
470,14,471,F3034,33,F,ME,2560,412,Yes,Maine,42.667
471,15,471,F3034,31,F,ME,2560.1,412,Yes,Maine,42.668
472,16,471,F3034,34,F,ME,2560.3,413,Yes,Maine,42.672
473,63,186,M2024,20,M,MA,2560.8,413,Yes,Away,42.68
474,8,174,F1519,19,F,CT,2561.1,413,Yes,Away,42.685
475,9,235,M5559,55,M,CANADA,2562,413,No,Away,42.7
476,52,412,M4044,44,M,ME,2562.7,413,Yes,Maine,42.712
477,22,397,F2529,29,F,ME,2562.8,413,Yes,Maine,42.713
478,18,333,M5054,52,M,CANADA,2564.3,413,No,Away,42.738
479,68,201,M1519,16,M,ME,2565.1,413,Yes,Maine,42.752
480,61,246,M2529,25,M,MA,2565.7,413,Yes,Away,42.762
481,17,471,F3034,31,F,MA,2566.7,414,Yes,Away,42.778
482,48,335,M3539,38,M,ME,2566.9,414,Yes,Maine,42.782
483,64,186,M2024,20,M,ME,2567.3,414,Yes,Maine,42.788
484,23,397,F2529,25,F,MA,2567.3,414,Yes,Away,42.788
485,9,174,F1519,18,F,ME,2568.1,414,Yes,Maine,42.802
486,49,335,M3539,37,M,ME,2569.1,414,Yes,Maine,42.818
487,10,174,F1519,19,F,TN,2569.2,414,Yes,Away,42.82
488,65,186,M2024,22,M,NY,2569.9,414,Yes,Away,42.832
489,66,186,M2024,22,M,ME,2570,414,Yes,Maine,42.833
490,50,335,M3539,37,M,ME,2571.3,414,Yes,Maine,42.855
491,69,201,M1519,19,M,ME,2571.4,414,Yes,Maine,42.857
492,35,316,M3034,32,M,MA,2572,414,Yes,Away,42.867
493,19,333,M5054,50,M,ME,2572.7,415,Yes,Maine,42.878
494,53,412,M4044,41,M,ME,2572.9,415,Yes,Maine,42.882
495,70,201,M1519,15,M,ME,2573.2,415,Yes,Maine,42.887
496,35,357,M4549,47,M,ME,2573.7,415,Yes,Maine,42.895
497,51,335,M3539,36,M,ME,2575.8,415,Yes,Maine,42.93
498,71,201,M1519,17,M,ME,2576.5,415,Yes,Maine,42.942
499,36,316,M3034,30,M,ME,2577.2,415,Yes,Maine,42.953
500,24,397,F2529,29,F,ME,2577.6,415,Yes,Maine,42.96
501,67,186,M2024,20,M,ME,2578.1,415,Yes,Maine,42.968
502,20,237,F2024,20,F,ME,2578.4,415,Yes,Maine,42.973
503,72,201,M1519,19,M,ME,2578.5,415,Yes,Maine,42.975
504,36,357,M4549,46,M,ME,2579.2,416,Yes,Maine,42.987
505,20,333,M5054,50,M,ME,2579.7,416,Yes,Maine,42.995
506,73,201,M1519,18,M,ME,2579.7,416,Yes,Maine,42.995
507,62,246,M2529,26,M,ME,2580.6,416,Yes,Maine,43.01
508,10,235,M5559,57,M,NH,2582.5,416,Yes,Away,43.042
509,10,426,F3539,36,F,MA,2582.9,416,Yes,Away,43.048
510,37,316,M3034,33,M,ME,2584.6,416,Yes,Maine,43.077
511,68,186,M2024,24,M,CT,2585.7,417,Yes,Away,43.095
512,69,186,M2024,21,M,ME,2586,417,Yes,Maine,43.1
513,54,412,M4044,40,M,MA,2586.9,417,Yes,Away,43.115
514,21,333,M5054,52,M,ME,2588.2,417,Yes,Maine,43.137
515,37,357,M4549,46,M,ME,2588.6,417,Yes,Maine,43.143
516,55,412,M4044,42,M,DC,2589.6,417,Yes,Away,43.16
517,38,357,M4549,49,M,NJ,2590,417,Yes,Away,43.167
518,4,57,M0114,13,M,ME,2590,417,Yes,Maine,43.167
519,3,325,F4549,46,F,ME,2590.1,417,Yes,Maine,43.168
520,52,335,M3539,36,M,ME,2590.2,417,Yes,Maine,43.17
521,56,412,M4044,43,M,ME,2590.3,417,Yes,Maine,43.172
522,70,186,M2024,22,M,ME,2593.1,418,Yes,Maine,43.218
523,74,201,M1519,19,M,ME,2593.2,418,Yes,Maine,43.22
524,38,316,M3034,31,M,ME,2593.8,418,Yes,Maine,43.23
525,39,357,M4549,49,M,ME,2595.1,418,Yes,Maine,43.252
526,11,426,F3539,38,F,CO,2595.2,418,Yes,Away,43.253
527,75,201,M1519,19,M,ME,2596,418,Yes,Maine,43.267
528,76,201,M1519,19,M,ME,2596,418,Yes,Maine,43.267
529,71,186,M2024,22,M,ME,2596.7,418,Yes,Maine,43.278
530,40,357,M4549,45,M,ME,2596.7,418,Yes,Maine,43.278
531,39,316,M3034,30,M,ME,2597.3,418,Yes,Maine,43.288
532,53,335,M3539,37,M,ME,2597.4,418,Yes,Maine,43.29
533,63,246,M2529,29,M,MA,2597.8,419,Yes,Away,43.297
534,40,316,M3034,34,M,ME,2598.3,419,Yes,Maine,43.305
535,64,246,M2529,28,M,ME,2599.4,419,Yes,Maine,43.323
536,57,412,M4044,44,M,ME,2600.4,419,Yes,Maine,43.34
537,25,397,F2529,29,F,ME,2601.1,419,Yes,Maine,43.352
538,11,174,F1519,18,F,ME,2601.9,419,Yes,Maine,43.365
539,54,335,M3539,35,M,ME,2602.2,419,Yes,Maine,43.37
540,41,357,M4549,48,M,CO,2602.5,419,Yes,Away,43.375
541,65,246,M2529,29,M,ME,2602.8,419,Yes,Maine,43.38
542,55,335,M3539,39,M,ME,2603.1,419,Yes,Maine,43.385
543,77,201,M1519,18,M,ME,2603.4,419,Yes,Maine,43.39
544,22,333,M5054,52,M,CANADA,2604.1,420,No,Away,43.402
545,23,333,M5054,52,M,ME,2604.5,420,Yes,Maine,43.408
546,66,246,M2529,29,M,ME,2605,420,Yes,Maine,43.417
547,56,335,M3539,35,M,ME,2605.7,420,Yes,Maine,43.428
548,26,397,F2529,29,F,MA,2606.1,420,Yes,Away,43.435
549,57,335,M3539,35,M,ME,2609.9,421,Yes,Maine,43.498
550,72,186,M2024,21,M,ME,2610.2,421,Yes,Maine,43.503
551,67,246,M2529,28,M,ME,2610.7,421,Yes,Maine,43.512
552,58,412,M4044,40,M,ME,2611.2,421,Yes,Maine,43.52
553,18,471,F3034,32,F,CO,2611.3,421,Yes,Away,43.522
554,41,316,M3034,34,M,ME,2612.6,421,Yes,Maine,43.543
555,58,335,M3539,36,M,MA,2612.7,421,Yes,Away,43.545
556,68,246,M2529,28,M,NY,2614.5,421,Yes,Away,43.575
557,59,412,M4044,41,M,ME,2614.6,421,Yes,Maine,43.577
558,59,335,M3539,37,M,MA,2615,421,Yes,Away,43.583
559,21,237,F2024,24,F,ME,2615.4,421,Yes,Maine,43.59
560,27,397,F2529,26,F,ME,2615.7,421,Yes,Maine,43.595
561,78,201,M1519,17,M,ME,2615.8,421,Yes,Maine,43.597
562,60,412,M4044,43,M,CT,2615.9,421,Yes,Away,43.598
563,12,174,F1519,17,F,NH,2617.1,422,Yes,Away,43.618
564,2,142,F5559,55,F,ME,2617.6,422,Yes,Maine,43.627
565,60,335,M3539,38,M,ME,2617.8,422,Yes,Maine,43.63
566,61,335,M3539,38,M,ME,2617.8,422,Yes,Maine,43.63
567,22,237,F2024,21,F,ME,2618.3,422,Yes,Maine,43.638
568,10,394,F4044,40,F,ME,2618.5,422,Yes,Maine,43.642
569,12,426,F3539,37,F,ME,2619,422,Yes,Maine,43.65
570,11,235,M5559,58,M,ME,2619,422,Yes,Maine,43.65
571,28,397,F2529,28,F,ME,2621.9,422,Yes,Maine,43.698
572,61,412,M4044,43,M,ME,2624.4,423,Yes,Maine,43.74
573,5,57,M0114,13,M,ME,2624.6,423,Yes,Maine,43.743
574,73,186,M2024,23,M,ME,2625.1,423,Yes,Maine,43.752
575,11,394,F4044,44,F,ME,2626,423,Yes,Maine,43.767
576,42,316,M3034,34,M,ME,2626.6,423,Yes,Maine,43.777
577,23,237,F2024,24,F,ME,2627,423,Yes,Maine,43.783
578,74,186,M2024,24,M,ME,2628.3,423,Yes,Maine,43.805
579,12,394,F4044,40,F,ME,2629.1,424,Yes,Maine,43.818
580,62,335,M3539,36,M,ME,2629.1,424,Yes,Maine,43.818
581,63,335,M3539,36,M,ME,2630.7,424,Yes,Maine,43.845
582,75,186,M2024,24,M,CT,2630.9,424,Yes,Away,43.848
583,69,246,M2529,28,M,ME,2631.3,424,Yes,Maine,43.855
584,19,471,F3034,30,F,VA,2632,424,Yes,Away,43.867
585,43,316,M3034,31,M,CT,2632.4,424,Yes,Away,43.873
586,42,357,M4549,47,M,CANADA,2632.8,424,No,Away,43.88
587,62,412,M4044,41,M,ME,2633.5,424,Yes,Maine,43.892
588,29,397,F2529,27,F,ME,2633.7,424,Yes,Maine,43.895
589,44,316,M3034,31,M,ME,2635.5,425,Yes,Maine,43.925
590,24,237,F2024,20,F,ME,2635.5,425,Yes,Maine,43.925
591,43,357,M4549,47,M,ME,2636,425,Yes,Maine,43.933
592,24,333,M5054,54,M,ME,2636.5,425,Yes,Maine,43.942
593,44,357,M4549,47,M,ME,2637.7,425,Yes,Maine,43.962
594,45,357,M4549,47,M,ME,2638.6,425,Yes,Maine,43.977
595,20,471,F3034,30,F,ME,2638.9,425,Yes,Maine,43.982
596,63,412,M4044,42,M,ME,2640.3,425,Yes,Maine,44.005
597,79,201,M1519,18,M,ME,2640.4,425,Yes,Maine,44.007
598,64,335,M3539,39,M,ME,2640.7,425,Yes,Maine,44.012
599,25,333,M5054,50,M,ME,2641,426,Yes,Maine,44.017
600,26,333,M5054,53,M,PA,2642.1,426,Yes,Away,44.035
601,76,186,M2024,23,M,ME,2642.3,426,Yes,Maine,44.038
602,80,201,M1519,15,M,MA,2642.6,426,Yes,Away,44.043
603,46,357,M4549,46,M,ME,2643.1,426,Yes,Maine,44.052
604,47,357,M4549,49,M,ME,2643.9,426,Yes,Maine,44.065
605,77,186,M2024,20,M,ME,2644,426,Yes,Maine,44.067
606,13,394,F4044,40,F,ME,2644.2,426,Yes,Maine,44.07
607,27,333,M5054,51,M,ME,2644.9,426,Yes,Maine,44.082
608,45,316,M3034,34,M,CANADA,2646.1,426,No,Away,44.102
609,28,333,M5054,50,M,ME,2646.7,426,Yes,Maine,44.112
610,46,316,M3034,34,M,ME,2646.9,426,Yes,Maine,44.115
611,47,316,M3034,30,M,ME,2649.6,427,Yes,Maine,44.16
612,65,335,M3539,39,M,ME,2649.9,427,Yes,Maine,44.165
613,6,57,M0114,12,M,ME,2650.6,427,Yes,Maine,44.177
614,66,335,M3539,38,M,ME,2650.7,427,Yes,Maine,44.178
615,48,357,M4549,45,M,MA,2651.1,427,Yes,Away,44.185
616,67,335,M3539,39,M,ME,2651.2,427,Yes,Maine,44.187
617,29,333,M5054,51,M,ME,2651.6,427,Yes,Maine,44.193
618,30,333,M5054,50,M,ME,2651.9,427,Yes,Maine,44.198
619,12,235,M5559,55,M,ME,2652.3,427,Yes,Maine,44.205
620,49,357,M4549,46,M,ME,2653.2,427,Yes,Maine,44.22
621,64,412,M4044,42,M,ME,2653.4,428,Yes,Maine,44.223
622,13,426,F3539,35,F,ME,2653.8,428,Yes,Maine,44.23
623,68,335,M3539,36,M,ME,2654.1,428,Yes,Maine,44.235
624,31,333,M5054,52,M,PA,2654.4,428,Yes,Away,44.24
625,70,246,M2529,26,M,ME,2655.4,428,Yes,Maine,44.257
626,78,186,M2024,22,M,ME,2655.6,428,Yes,Maine,44.26
627,50,357,M4549,45,M,ME,2655.7,428,Yes,Maine,44.262
628,71,246,M2529,27,M,ME,2655.9,428,Yes,Maine,44.265
629,14,394,F4044,40,F,ME,2656.5,428,Yes,Maine,44.275
630,72,246,M2529,29,M,MA,2657.1,428,Yes,Away,44.285
631,13,235,M5559,57,M,ME,2657.4,428,Yes,Maine,44.29
632,51,357,M4549,47,M,ME,2657.6,428,Yes,Maine,44.293
633,73,246,M2529,28,M,ME,2658.5,428,Yes,Maine,44.308
634,69,335,M3539,37,M,ME,2658.8,428,Yes,Maine,44.313
635,81,201,M1519,18,M,ME,2659,428,Yes,Maine,44.317
636,70,335,M3539,39,M,NY,2659.7,429,Yes,Away,44.328
637,65,412,M4044,41,M,CANADA,2660,429,No,Away,44.333
638,71,335,M3539,38,M,MA,2660.9,429,Yes,Away,44.348
639,14,426,F3539,36,F,ME,2661.3,429,Yes,Maine,44.355
640,4,325,F4549,45,F,ME,2664.2,429,Yes,Maine,44.403
641,5,325,F4549,47,F,ME,2664.9,429,Yes,Maine,44.415
642,79,186,M2024,21,M,ME,2666.6,430,Yes,Maine,44.443
643,66,412,M4044,40,M,ME,2667.1,430,Yes,Maine,44.452
644,74,246,M2529,25,M,MA,2667.2,430,Yes,Away,44.453
645,72,335,M3539,38,M,VT,2667.6,430,Yes,Away,44.46
646,52,357,M4549,45,M,MA,2667.7,430,Yes,Away,44.462
647,13,174,F1519,17,F,ME,2667.7,430,Yes,Maine,44.462
648,6,325,F4549,45,F,ME,2667.9,430,Yes,Maine,44.465
649,32,333,M5054,54,M,ME,2668.2,430,Yes,Maine,44.47
650,67,412,M4044,41,M,ME,2668.9,430,Yes,Maine,44.482
651,48,316,M3034,31,M,ME,2670,430,Yes,Maine,44.5
652,7,325,F4549,47,F,ME,2670.3,430,Yes,Maine,44.505
653,53,357,M4549,45,M,ME,2670.5,430,Yes,Maine,44.508
654,14,235,M5559,55,M,ME,2671.5,430,Yes,Maine,44.525
655,15,394,F4044,42,F,ME,2671.7,430,Yes,Maine,44.528
656,49,316,M3034,32,M,ME,2673.1,431,Yes,Maine,44.552
657,82,201,M1519,15,M,ME,2673.6,431,Yes,Maine,44.56
658,33,333,M5054,50,M,ME,2673.9,431,Yes,Maine,44.565
659,75,246,M2529,29,M,ME,2675.1,431,Yes,Maine,44.585
660,68,412,M4044,41,M,ME,2675.4,431,Yes,Maine,44.59
661,50,316,M3034,33,M,ME,2675.8,431,Yes,Maine,44.597
662,51,316,M3034,34,M,CT,2675.8,431,Yes,Away,44.597
663,69,412,M4044,44,M,ME,2676,431,Yes,Maine,44.6
664,3,142,F5559,55,F,UT,2676.2,431,Yes,Away,44.603
665,73,335,M3539,38,M,ME,2676.8,431,Yes,Maine,44.613
666,5,144,M6064,63,M,ME,2677.1,431,Yes,Maine,44.618
667,34,333,M5054,52,M,MA,2677.3,431,Yes,Away,44.622
668,52,316,M3034,33,M,ME,2677.6,431,Yes,Maine,44.627
669,25,237,F2024,20,F,ME,2677.7,431,Yes,Maine,44.628
670,8,325,F4549,45,F,ME,2679,432,Yes,Maine,44.65
671,74,335,M3539,39,M,MA,2679.1,432,Yes,Away,44.652
672,70,412,M4044,40,M,ME,2679.4,432,Yes,Maine,44.657
673,7,57,M0114,14,M,ME,2679.9,432,Yes,Maine,44.665
674,30,397,F2529,29,F,MA,2680.5,432,Yes,Away,44.675
675,35,333,M5054,50,M,ME,2681.2,432,Yes,Maine,44.687
676,1,62,M6569,69,M,ME,2681.3,432,Yes,Maine,44.688
677,14,174,F1519,18,F,ME,2681.3,432,Yes,Maine,44.688
678,54,357,M4549,47,M,ME,2681.7,432,Yes,Maine,44.695
679,8,57,M0114,14,M,ME,2682.4,432,Yes,Maine,44.707
680,76,246,M2529,29,M,ME,2682.9,432,Yes,Maine,44.715
681,53,316,M3034,34,M,AL,2683,432,Yes,Away,44.717
682,6,144,M6064,63,M,ME,2683,432,Yes,Maine,44.717
683,83,201,M1519,18,M,ME,2683.7,432,Yes,Maine,44.728
684,71,412,M4044,41,M,NH,2684,432,Yes,Away,44.733
685,54,316,M3034,34,M,ME,2684.1,432,Yes,Maine,44.735
686,9,325,F4549,48,F,ME,2684.3,432,Yes,Maine,44.738
687,15,426,F3539,37,F,CT,2684.4,433,Yes,Away,44.74
688,7,144,M6064,62,M,ME,2685,433,Yes,Maine,44.75
689,55,357,M4549,46,M,ME,2686.2,433,Yes,Maine,44.77
690,15,235,M5559,57,M,ME,2686.7,433,Yes,Maine,44.778
691,72,412,M4044,42,M,ME,2687,433,Yes,Maine,44.783
692,77,246,M2529,26,M,MA,2687.1,433,Yes,Away,44.785
693,75,335,M3539,38,M,ME,2687.7,433,Yes,Maine,44.795
694,16,235,M5559,56,M,ME,2688,433,Yes,Maine,44.8
695,80,186,M2024,21,M,ME,2688.4,433,Yes,Maine,44.807
696,36,333,M5054,50,M,ME,2689,433,Yes,Maine,44.817
697,55,316,M3034,32,M,ME,2689.3,433,Yes,Maine,44.822
698,78,246,M2529,28,M,ME,2689.5,433,Yes,Maine,44.825
699,56,316,M3034,33,M,ME,2690.2,433,Yes,Maine,44.837
700,57,316,M3034,34,M,MA,2690.8,434,Yes,Away,44.847
701,21,471,F3034,32,F,ME,2691.3,434,Yes,Maine,44.855
702,81,186,M2024,20,M,ME,2692.2,434,Yes,Maine,44.87
703,37,333,M5054,53,M,ME,2692.3,434,Yes,Maine,44.872
704,56,357,M4549,49,M,ME,2692.4,434,Yes,Maine,44.873
705,84,201,M1519,17,M,ME,2693.1,434,Yes,Maine,44.885
706,57,357,M4549,45,M,ME,2693.9,434,Yes,Maine,44.898
707,58,316,M3034,30,M,ME,2694.9,434,Yes,Maine,44.915
708,59,316,M3034,32,M,ME,2695.1,434,Yes,Maine,44.918
709,82,186,M2024,20,M,ME,2696.6,434,Yes,Maine,44.943
710,76,335,M3539,39,M,CANADA,2697,435,No,Away,44.95
711,79,246,M2529,27,M,ME,2697.1,435,Yes,Maine,44.952
712,31,397,F2529,28,F,NY,2697.4,435,Yes,Away,44.957
713,73,412,M4044,44,M,ME,2697.5,435,Yes,Maine,44.958
714,58,357,M4549,49,M,ME,2697.6,435,Yes,Maine,44.96
715,60,316,M3034,32,M,ME,2697.6,435,Yes,Maine,44.96
716,83,186,M2024,22,M,ME,2697.8,435,Yes,Maine,44.963
717,32,397,F2529,27,F,ME,2697.8,435,Yes,Maine,44.963
718,74,412,M4044,43,M,ME,2698.4,435,Yes,Maine,44.973
719,16,426,F3539,38,F,ME,2699.6,435,Yes,Maine,44.993
720,59,357,M4549,45,M,MD,2701.5,435,Yes,Away,45.025
721,80,246,M2529,25,M,ME,2702.5,435,Yes,Maine,45.042
722,22,471,F3034,33,F,ME,2703.3,436,Yes,Maine,45.055
723,60,357,M4549,46,M,VT,2703.8,436,Yes,Away,45.063
724,85,201,M1519,17,M,VT,2704,436,Yes,Away,45.067
725,77,335,M3539,38,M,CT,2704.6,436,Yes,Away,45.077
726,81,246,M2529,28,M,ME,2705.4,436,Yes,Maine,45.09
727,61,357,M4549,46,M,ME,2705.9,436,Yes,Maine,45.098
728,33,397,F2529,27,F,MA,2706.1,436,Yes,Away,45.102
729,86,201,M1519,16,M,ME,2707.4,436,Yes,Maine,45.123
730,16,394,F4044,41,F,ME,2707.6,436,Yes,Maine,45.127
731,87,201,M1519,18,M,ME,2707.9,436,Yes,Maine,45.132
732,61,316,M3034,34,M,ME,2708.1,436,Yes,Maine,45.135
733,38,333,M5054,54,M,ME,2708.4,436,Yes,Maine,45.14
734,23,471,F3034,34,F,ME,2709.5,437,Yes,Maine,45.158
735,24,471,F3034,32,F,NH,2710.2,437,Yes,Away,45.17
736,25,471,F3034,32,F,ME,2710.8,437,Yes,Maine,45.18
737,78,335,M3539,39,M,ME,2711.3,437,Yes,Maine,45.188
738,75,412,M4044,41,M,ME,2711.8,437,Yes,Maine,45.197
739,26,471,F3034,34,F,ME,2712.4,437,Yes,Maine,45.207
740,17,235,M5559,57,M,NH,2712.6,437,Yes,Away,45.21
741,62,357,M4549,45,M,ME,2712.6,437,Yes,Maine,45.21
742,62,316,M3034,34,M,ME,2712.9,437,Yes,Maine,45.215
743,88,201,M1519,17,M,ME,2714,437,Yes,Maine,45.233
744,89,201,M1519,17,M,ME,2714.1,437,Yes,Maine,45.235
745,63,357,M4549,46,M,ME,2714.2,437,Yes,Maine,45.237
746,82,246,M2529,26,M,ME,2714.3,437,Yes,Maine,45.238
747,26,237,F2024,24,F,ME,2714.8,437,Yes,Maine,45.247
748,10,325,F4549,47,F,FL,2715.2,437,Yes,Away,45.253
749,64,357,M4549,45,M,ME,2715.4,437,Yes,Maine,45.257
750,34,397,F2529,27,F,ME,2715.5,437,Yes,Maine,45.258
751,90,201,M1519,16,M,ME,2715.6,438,Yes,Maine,45.26
752,84,186,M2024,24,M,ME,2716,438,Yes,Maine,45.267
753,35,397,F2529,25,F,ME,2716.3,438,Yes,Maine,45.272
754,27,471,F3034,34,F,ME,2716.7,438,Yes,Maine,45.278
755,76,412,M4044,40,M,ME,2717.1,438,Yes,Maine,45.285
756,63,316,M3034,32,M,ME,2718,438,Yes,Maine,45.3
757,78,412,M4044,43,M,ME,2718.1,438,Yes,Maine,45.302
758,79,412,M4044,44,M,ME,2718.3,438,Yes,Maine,45.305
759,27,237,F2024,21,F,ME,2718.6,438,Yes,Maine,45.31
760,91,201,M1519,19,M,ME,2718.9,438,Yes,Maine,45.315
761,39,333,M5054,53,M,ME,2718.9,438,Yes,Maine,45.315
762,28,471,F3034,31,F,ME,2719.4,438,Yes,Maine,45.323
763,28,237,F2024,20,F,ME,2719.7,438,Yes,Maine,45.328
764,11,325,F4549,46,F,ME,2720,438,Yes,Maine,45.333
765,65,357,M4549,46,M,ME,2720.7,438,Yes,Maine,45.345
766,17,394,F4044,41,F,ME,2721.3,438,Yes,Maine,45.355
767,80,412,M4044,43,M,ME,2721.3,438,Yes,Maine,45.355
768,85,186,M2024,20,M,MA,2721.7,439,Yes,Away,45.362
769,79,335,M3539,39,M,ME,2721.9,439,Yes,Maine,45.365
770,2,229,F5054,52,F,ME,2722.1,439,Yes,Maine,45.368
771,64,316,M3034,33,M,ME,2722.2,439,Yes,Maine,45.37
772,15,174,F1519,19,F,ME,2722.3,439,Yes,Maine,45.372
773,92,201,M1519,19,M,ME,2722.5,439,Yes,Maine,45.375
774,16,174,F1519,15,F,ME,2722.6,439,Yes,Maine,45.377
775,29,471,F3034,33,F,ME,2722.8,439,Yes,Maine,45.38
776,66,357,M4549,45,M,ME,2723.2,439,Yes,Maine,45.387
777,80,335,M3539,37,M,PA,2723.6,439,Yes,Away,45.393
778,81,412,M4044,44,M,ME,2723.9,439,Yes,Maine,45.398
779,67,357,M4549,48,M,ME,2725.5,439,Yes,Maine,45.425
780,81,335,M3539,39,M,ME,2726.5,439,Yes,Maine,45.442
781,86,186,M2024,21,M,ME,2727.2,439,Yes,Maine,45.453
782,82,412,M4044,41,M,ME,2727.7,439,Yes,Maine,45.462
